id,idade,sexo,estado_civil,escola,Qte_dependentes,tempo_ultimoservico,trabalha,vl_salario_mil,reg_moradia,casa_propria,vl_imovel_em_mil,Qte_cartoes,Qte_carros,SCORE_CREDITO
787457883,51,F,casado,ensino medio,0,34,1,71.90706766,4,0,0,1,1,533
787458783,49,F,casado,graduacao,4,32,1,23.65285691,5,0,0,1,1,527
787460883,41,M,casado,mestrado,3,25,1,60.4894097,3,1,273,1,0,404
787463508,26,M,solteiro,ensino medio,0,11,1,14.15692509,5,0,0,1,0,189
787464408,53,M,solteiro,mestrado,0,38,1,97.22633751,5,0,0,1,0,386.1
787466808,35,F,casado,ensino fundam,0,20,1,22.01658323,2,1,533,1,1,430
787467858,43,M,casado,graduacao,1,29,1,126.9824193,1,1,408,2,0,561
787472283,49,M,casado,ensino medio,2,34,1,132.2785659,4,0,0,1,1,579
787475433,36,F,solteiro,doutorado,0,21,1,93.40814585,5,0,0,1,0,382.5
787480158,57,F,casado,ensino fundam,2,43,1,19.12927415,4,0,0,1,1,337
787481208,46,F,na,ensino fundam,1,31,1,23.44541957,1,1,501,1,1,491
787482033,60,M,divorciado,graduacao,1,45,1,140.9592964,1,1,225,1,2,711
787488108,48,F,casado,graduacao,1,32,0,0,6,0,0,1,2,458.4
787489083,55,M,casado,doutorado,4,41,1,133.5505066,6,0,0,1,0,522
787491483,41,M,divorciado,mestrado,3,29,1,125.0038656,5,0,0,1,1,623
787492908,50,F,casado,mestrado,2,33,0,0,5,0,0,1,1,504
787493808,48,F,na,ensino medio,4,34,1,19.39180444,5,0,0,1,1,362
787494783,58,M,casado,graduacao,3,43,1,103.0820841,5,0,0,1,1,499
787496733,47,F,casado,mestrado,2,34,0,0,2,1,772,1,0,432
787500333,52,M,solteiro,doutorado,0,39,1,129.2984927,6,0,0,1,0,369.9
787501758,51,F,solteiro,graduacao,0,37,1,22.72377126,5,0,0,1,0,398.7
787502883,60,F,solteiro,doutorado,0,48,1,117.9526114,1,1,744,2,0,716.4
787504158,36,F,casado,ensino fundam,0,21,1,16.82280995,4,0,0,1,1,316
787505133,36,M,casado,ensino fundam,3,22,1,172.9824622,2,1,260,1,1,375
787506558,50,M,solteiro,ensino medio,0,37,1,100.6741812,4,0,0,1,0,404.1
787507833,49,F,na,mestrado,1,36,1,22.98955737,6,0,0,1,1,427
787509408,26,M,solteiro,ensino fundam,0,10,0,0,6,0,0,1,1,216
787513533,47,F,casado,mestrado,1,33,1,20.91471619,6,0,0,1,1,453
787514433,34,F,casado,ensino fundam,3,20,1,21.52804902,3,1,508,1,1,448
787515333,40,M,casado,mestrado,3,27,1,116.1808264,3,1,232,1,1,268
787516908,56,F,casado,ensino medio,2,42,1,19.83276753,4,0,0,1,1,491
787518258,49,M,casado,mestrado,3,37,1,205.6815766,2,1,919,1,1,684.95
787519683,41,F,solteiro,ensino medio,0,28,1,22.01255036,3,0,0,1,0,392.4
787523283,38,M,solteiro,ensino medio,0,25,1,119.152593,6,0,0,1,0,492.3
787529583,41,F,casado,ensino fundam,5,28,1,63.47020794,5,0,0,1,1,369
787532808,41,M,casado,doutorado,4,27,1,64.3651697,6,0,0,2,1,544
787536933,44,F,solteiro,ensino fundam,0,31,1,22.60925237,6,0,0,1,0,423
787539333,48,M,casado,ensino medio,4,37,1,106.7278228,1,1,797,1,1,609
787541883,44,M,na,ensino medio,3,30,1,123.3320337,3,1,262,1,1,558
787543008,37,M,solteiro,ensino medio,0,24,1,60.26432813,5,0,0,1,1,387
787547208,48,F,solteiro,ensino fundam,0,35,1,18.71730622,3,0,0,1,1,460.8
787550808,51,M,casado,ensino medio,2,39,1,64.64380034,5,0,0,1,0,335
787557258,52,F,casado,ensino medio,4,39,0,0,5,0,0,1,1,440.8
787558683,45,F,solteiro,doutorado,1,30,1,68.85506304,3,0,0,1,1,524.7
787563858,50,F,casado,ensino medio,1,39,1,21.77919567,4,0,0,1,1,503
787565433,53,M,casado,doutorado,2,41,1,129.7234455,4,0,0,1,0,404
787568433,42,M,solteiro,ensino medio,0,32,1,95.35925261,3,0,0,1,0,408.6
787570758,35,M,casado,mestrado,2,23,1,171.1601923,3,1,207,1,0,386.25
787573683,41,M,casado,doutorado,3,32,1,94.47071841,4,0,0,1,1,438
787578183,36,M,solteiro,graduacao,0,25,1,117.3438671,5,0,0,1,1,369.9
787581858,46,M,na,doutorado,2,35,1,189.077641,3,1,361,1,0,476.7
787584108,55,M,casado,ensino fundam,3,45,1,130.5903352,4,0,0,1,1,389
787587033,42,F,solteiro,ensino medio,1,31,1,21.73324644,3,0,0,1,0,374.4
787591008,42,M,divorciado,mestrado,3,33,1,95.95411594,2,1,496,1,0,403
787593558,42,M,casado,ensino medio,3,31,1,123.7637647,6,0,0,1,1,408
787595658,57,F,solteiro,ensino fundam,0,28,1,18.18284172,6,0,0,1,0,225
787596558,50,M,casado,mestrado,1,21,1,195.2179618,5,0,0,1,1,432.6
787599258,55,F,solteiro,ensino medio,0,28,1,18.08813876,6,0,0,1,0,237.6
787605558,48,F,divorciado,ensino medio,3,29,1,21.3268913,6,0,0,1,1,473
787617483,58,F,solteiro,mestrado,0,46,1,24.2826693,6,0,0,1,0,510.3
787621158,33,M,casado,ensino fundam,2,22,1,86.07611717,6,0,0,1,1,407
787623858,43,M,divorciado,mestrado,2,22,1,181.1942991,4,0,0,2,1,453.2
787638408,47,F,solteiro,graduacao,0,36,0,0,5,0,0,1,1,465.12
787643658,59,M,casado,ensino medio,0,52,1,102.1354991,6,0,0,1,0,458
787655058,44,F,solteiro,mestrado,0,35,1,21.88369592,5,0,0,1,0,451.8
787659483,58,F,casado,ensino fundam,1,46,1,24.02307972,4,0,0,1,1,480
787665258,47,F,casado,ensino fundam,3,35,1,19.20004217,1,1,239,1,1,332
787669233,51,M,solteiro,doutorado,0,40,1,134.2083927,3,0,0,1,1,652.5
787685658,43,M,divorciado,graduacao,2,30,1,120.384896,4,0,0,1,1,336
787723758,58,F,casado,ensino medio,3,49,1,93.63780209,2,1,1424,1,0,713
787747308,49,F,na,mestrado,4,36,1,19.76646139,6,0,0,1,1,409
787770858,43,M,solteiro,ensino medio,1,30,1,125.3274812,3,0,0,1,0,447.3
787800108,55,M,casado,ensino fundam,2,44,1,131.2419422,5,0,0,1,0,338
787833333,44,M,na,ensino fundam,3,34,1,120.9874421,6,0,0,1,0,300
787849833,49,M,casado,graduacao,2,38,1,131.877126,4,0,0,1,1,511
787868958,36,M,solteiro,graduacao,0,24,1,117.6904509,5,0,0,1,1,458.1
787909158,40,F,divorciado,ensino medio,3,30,1,29.75921942,1,1,952,1,1,674
787918158,32,F,casado,mestrado,0,21,1,19.73558959,5,0,0,1,0,391
787921383,53,M,solteiro,graduacao,0,42,1,197.8616627,2,1,296,2,1,647.1
787937058,58,M,casado,ensino medio,0,47,1,133.9124348,6,0,0,1,1,426
787974108,37,F,solteiro,graduacao,0,25,1,60.76428463,4,0,0,1,0,261.9
787983633,35,F,casado,mestrado,3,25,1,17.04674147,6,0,0,1,0,254
787999533,52,M,solteiro,graduacao,0,42,1,196.3016761,4,0,0,1,0,449.1
788019483,49,M,casado,ensino medio,3,41,1,151.1790719,4,0,0,1,0,735
788030208,42,F,solteiro,mestrado,0,31,1,17.88238466,1,1,190,2,0,370.8
788038383,33,F,casado,ensino medio,3,23,1,17.38456383,3,1,244,1,1,301
788095158,52,M,casado,mestrado,3,41,1,132.0923965,3,1,262,1,1,518
788107683,35,M,casado,graduacao,4,25,1,58.29597799,6,0,0,1,1,327
788122533,56,F,casado,ensino medio,1,46,1,18.69592139,6,0,0,1,1,364
788132208,53,F,casado,ensino medio,2,36,1,73.45922004,3,1,507,1,1,444
788142483,46,M,solteiro,ensino fundam,0,37,1,131.5298366,3,0,0,2,1,636.3
788159433,53,M,solteiro,graduacao,0,44,1,102.7807297,5,0,0,1,0,520.2
788194458,34,M,casado,graduacao,3,23,1,85.65481485,4,0,0,1,1,336
788199858,42,F,na,graduacao,3,31,0,0,1,1,576,1,1,420.8
788210583,62,M,casado,ensino fundam,0,51,1,71.40604565,3,1,184,1,0,534
788230158,29,M,casado,ensino medio,1,21,1,106.2567478,3,1,1672,2,0,737
788240358,40,F,casado,ensino medio,5,25,0,0,2,1,845,2,0,514.4
788246958,44,F,casado,ensino medio,2,35,0,0,3,1,438,1,0,356
788252358,49,M,solteiro,graduacao,0,36,1,99.91464331,3,0,0,1,1,555.3
788259558,59,M,casado,ensino fundam,0,48,1,19.01170717,5,0,0,1,0,461
788269158,35,F,solteiro,ensino medio,0,24,0,0,4,0,0,1,1,280.08
788275083,46,M,casado,ensino fundam,3,37,1,100.6435684,5,0,0,1,0,658
788290383,43,M,solteiro,doutorado,0,31,1,67.48452497,2,1,444,1,1,620.1
788327358,61,M,solteiro,ensino medio,0,55,1,14.45090183,1,1,844,1,0,633.6
788350908,38,M,solteiro,ensino medio,0,30,1,62.20105207,3,0,0,1,0,350.1
788360283,33,M,solteiro,ensino medio,0,25,1,112.2228558,4,0,0,1,0,220.5
788370258,37,M,casado,ensino medio,4,27,1,88.06180025,5,0,0,1,1,396
788379933,41,M,solteiro,doutorado,0,31,1,95.33190101,5,0,0,1,1,495
788386908,48,M,na,ensino medio,3,39,1,126.6218414,3,1,266,4,1,542
788407833,49,F,solteiro,ensino medio,1,39,0,0,5,0,0,1,1,457.2
788418933,35,F,casado,ensino medio,2,25,1,64.75394303,5,0,0,1,1,450
788440083,55,M,solteiro,mestrado,0,47,1,105.8892737,5,0,0,2,1,706.5
788465583,42,F,solteiro,ensino fundam,0,32,1,64.93144476,2,1,303,1,1,418.5
788474658,55,M,casado,ensino medio,3,46,1,134.0872333,5,0,0,1,0,570
788485908,44,M,casado,ensino fundam,3,35,1,91.70211099,3,1,296,1,1,361
788502858,58,M,solteiro,graduacao,0,49,1,140.1255179,2,1,443,1,0,504
788519958,57,F,solteiro,ensino medio,0,45,1,25.10975763,6,0,0,1,1,583.2
788528958,45,M,solteiro,ensino medio,1,37,1,195.6149594,1,1,836,1,0,510.3
788544108,43,F,solteiro,graduacao,0,34,1,21.37430288,4,0,0,1,1,439.2
788552658,46,F,casado,mestrado,4,27,1,22.71896962,3,1,456,1,1,476
788595183,42,M,solteiro,ensino medio,0,35,1,64.07065173,1,1,350,1,0,372.6
788610258,49,M,na,ensino fundam,4,41,1,21.67458039,5,0,0,1,0,570
788618208,42,F,solteiro,ensino medio,2,27,1,73.77518094,2,1,820,1,1,567.9
788620083,50,F,solteiro,ensino medio,0,39,1,23.32249003,2,1,456,1,0,467.1
788621658,54,M,casado,ensino fundam,1,34,1,97.84415669,6,0,0,1,1,338
788630958,44,M,solteiro,mestrado,0,27,1,64.45975448,3,0,0,1,0,346.5
788633733,36,M,casado,ensino medio,3,17,1,111.9987158,3,0,0,2,1,799
788638908,43,F,divorciado,ensino medio,2,28,1,21.75811859,4,0,0,1,0,447
788641758,53,M,solteiro,ensino fundam,1,42,1,103.057974,5,0,0,1,1,546.3
788646858,41,F,casado,ensino medio,3,26,1,21.3607917,6,0,0,1,1,404
788658483,53,F,casado,ensino fundam,2,36,1,18.39668644,5,0,0,1,1,330
788661408,47,F,casado,mestrado,3,28,1,23.45448295,4,0,0,1,2,600
788667408,50,F,casado,graduacao,2,20,1,22.79915594,6,0,0,1,0,294
788671608,45,F,solteiro,ensino fundam,1,30,1,86.03065187,1,1,1439,3,0,693.9
788673708,57,F,casado,graduacao,2,44,1,68.23218457,2,1,275,1,0,328
788675658,39,F,solteiro,ensino fundam,0,27,1,17.02116217,6,0,0,1,0,287.1
788677533,44,M,casado,doutorado,4,30,1,186.3298594,4,0,0,1,0,641.55
788684508,36,M,casado,mestrado,4,22,1,115.6481717,4,0,0,1,1,363
788687133,42,M,casado,ensino medio,2,35,1,143.6118009,1,1,1368,1,1,796
788694558,53,F,solteiro,mestrado,0,38,1,23.62866722,5,0,0,1,0,468
788699808,38,F,solteiro,ensino fundam,1,13,0,0,4,0,0,1,0,184.5
788701608,42,F,solteiro,ensino medio,1,24,1,16.71694756,5,0,0,1,0,249.3
788705358,44,M,casado,graduacao,4,32,1,186.8293078,4,0,0,1,0,466
788709408,41,F,casado,mestrado,2,25,1,146.7141376,1,1,1477,1,1,764
788715483,44,F,solteiro,ensino medio,2,26,1,22.5950886,2,1,481,1,0,390.6
788717358,53,M,solteiro,mestrado,0,36,1,101.1045253,3,0,0,1,0,417.6
788719533,53,M,casado,doutorado,4,32,1,135.0822591,1,1,406,1,1,503
788723133,36,M,solteiro,graduacao,0,19,1,59.01304715,5,0,0,1,0,272.7
788725608,44,F,solteiro,ensino medio,0,15,1,28.33048183,1,1,839,1,0,489.6
788728608,34,M,casado,graduacao,0,10,1,57.160856,3,1,159,1,1,257
788730933,44,F,solteiro,mestrado,0,17,1,16.75521383,6,0,0,1,1,246.6
788734158,42,M,casado,ensino medio,4,16,1,65.77050159,5,0,0,1,1,410
788737083,34,F,casado,graduacao,2,11,1,20.57101292,6,0,0,1,1,343
788739633,38,M,casado,doutorado,1,15,1,172.6717221,4,1,214,1,0,244.65
788741733,53,F,casado,ensino medio,1,32,1,41.22556697,4,0,0,1,1,732
788744058,48,F,casado,graduacao,2,26,0,0,3,1,451,1,0,304
788747358,50,M,divorciado,graduacao,0,26,1,70.44909923,5,0,0,1,1,475
788752833,52,F,divorciado,graduacao,2,29,1,22.5485984,6,0,0,1,0,495
788754108,65,F,solteiro,ensino fundam,0,46,1,75.28558903,4,0,0,1,0,498.6
788755158,49,M,casado,graduacao,3,26,1,97.83825072,4,0,0,1,1,420
788756133,44,F,divorciado,ensino fundam,3,23,1,21.80852254,4,0,0,1,0,311
788760633,53,M,divorciado,mestrado,3,31,1,101.8330625,4,0,0,1,1,481
788761608,26,F,solteiro,graduacao,0,10,0,0,3,0,0,1,1,280.08
788766933,46,M,casado,doutorado,2,30,1,148.9767906,1,1,1428,1,1,823
788767983,43,M,solteiro,ensino fundam,2,23,1,95.10434833,3,0,0,1,0,347.4
788768883,54,F,solteiro,ensino fundam,0,34,1,73.06399935,4,0,0,1,0,411.3
788769783,42,F,divorciado,ensino fundam,4,22,1,22.05397082,6,0,0,1,0,353
788770908,45,M,casado,ensino fundam,4,24,1,96.74983311,6,0,0,1,1,381
788771733,49,M,solteiro,graduacao,1,27,1,99.93561508,5,0,0,1,1,422.1
788772708,50,F,casado,ensino medio,2,30,0,0,5,0,0,1,0,355.2
788776008,43,M,casado,ensino fundam,3,21,1,126.7885039,6,0,0,1,1,470
788776908,47,M,na,ensino fundam,1,27,1,127.2141712,6,0,0,1,0,361
788778033,39,F,solteiro,ensino fundam,0,20,1,39.07162128,1,1,1587,2,0,652.5
788779008,57,M,casado,graduacao,2,37,1,98.63839187,3,1,271,1,0,264
788779983,58,M,casado,doutorado,2,44,1,164.3470688,3,0,0,1,1,790
788780958,46,M,na,mestrado,1,24,1,62.12069602,6,0,0,1,1,359
788782008,49,F,casado,ensino medio,3,27,1,70.7440927,4,0,0,3,1,544
788783133,58,F,casado,ensino fundam,0,36,1,19.54983167,5,0,0,1,1,413
788784258,60,M,casado,graduacao,2,39,0,0,5,0,0,1,0,299.2
788785083,44,F,na,ensino fundam,3,22,1,21.96301241,6,0,0,1,1,448
788786208,46,F,casado,ensino fundam,2,24,0,0,6,0,0,1,1,440.8
788788758,57,F,solteiro,ensino fundam,0,38,0,0,4,0,0,1,0,253.44
788789658,40,M,na,ensino fundam,5,21,1,116.9689628,6,0,0,1,0,255
788791383,39,F,casado,graduacao,3,19,1,65.90356236,1,1,485,1,1,364
788792583,44,F,solteiro,ensino fundam,0,23,1,67.82155183,4,0,0,1,1,386.1
788794758,46,M,solteiro,ensino medio,1,26,1,63.22816395,2,1,206,1,0,296.1
788797983,42,F,casado,mestrado,3,23,0,0,5,0,0,1,0,322.4
788802483,47,F,na,mestrado,3,27,1,23.18118226,2,1,477,1,1,470
788805108,47,M,solteiro,graduacao,0,27,1,99.60515528,5,0,0,1,1,544.5
788805858,49,M,divorciado,ensino fundam,3,28,1,70.36567548,2,1,500,1,1,495
788808633,43,M,casado,ensino medio,3,23,1,119.8858385,5,0,0,1,1,294
788810658,37,F,solteiro,ensino fundam,0,18,0,0,3,0,0,1,0,305.28
788811558,52,F,casado,graduacao,1,32,1,29.20302072,1,1,785,1,1,554
788812608,56,F,solteiro,mestrado,0,37,1,30.33117496,1,1,807,1,0,550.8
788813658,62,F,solteiro,ensino medio,0,43,0,0,2,1,476,1,0,444.96
788814783,39,M,solteiro,mestrado,0,19,1,89.03963314,4,0,0,1,1,361.8
788820933,59,M,solteiro,ensino medio,0,40,1,106.1456341,3,0,0,1,0,511.2
788824083,41,M,solteiro,mestrado,0,24,1,192.1777071,2,1,820,1,0,631.287
788826408,33,M,casado,mestrado,1,15,1,167.8859914,6,0,0,1,0,310.03
788827308,65,M,casado,ensino medio,1,48,1,20.3478392,6,0,0,1,0,457
788830683,40,M,solteiro,ensino medio,0,23,1,116.1448293,5,0,0,1,0,171.9
788832033,35,M,na,graduacao,2,16,1,60.48075591,4,0,0,1,1,415
788835408,49,F,casado,ensino fundam,3,30,1,19.9889528,6,0,0,1,1,398
788838033,45,M,solteiro,ensino fundam,0,27,1,94.17353603,3,0,0,1,0,336.6
788840283,42,F,divorciado,ensino fundam,2,24,1,22.30239995,5,0,0,1,1,445
788842008,50,F,casado,mestrado,3,32,1,24.36726275,2,1,517,1,1,496
788846508,48,F,casado,mestrado,4,31,1,70.11879513,6,0,0,1,0,422
788848458,40,F,casado,ensino fundam,5,23,1,66.61510699,1,1,509,1,0,346
788853258,41,M,casado,mestrado,1,23,1,89.41280859,3,1,173,1,1,272
788856408,50,F,casado,mestrado,5,29,0,0,5,0,0,1,2,472
788862333,38,F,casado,mestrado,3,21,1,16.65833042,6,0,0,1,1,266
788864508,52,F,solteiro,ensino fundam,0,35,1,24.24355848,4,0,0,1,0,426.6
788866983,63,F,solteiro,ensino fundam,0,46,1,23.14513197,5,0,0,1,0,401.4
788868858,54,M,casado,ensino medio,2,35,1,18.70875551,4,0,0,1,2,420
788870283,56,F,casado,ensino medio,3,37,1,17.76550218,5,0,0,1,2,535
788874333,55,M,na,doutorado,3,39,1,203.6511076,3,1,431,1,0,569.1
788876208,42,F,solteiro,ensino medio,0,24,1,20.83527917,5,0,0,1,1,404.1
788885133,57,F,na,ensino fundam,3,41,1,23.29590726,6,0,0,2,0,456
788890533,54,M,casado,ensino fundam,2,45,1,156.6717065,2,0,0,2,0,851
788896983,53,M,casado,ensino medio,2,35,1,98.03201041,6,0,0,1,1,412
788898933,42,F,casado,ensino fundam,4,25,1,22.89156017,6,0,0,1,1,399
788900883,51,F,casado,ensino medio,2,35,1,18.0345331,3,1,287,1,0,300
788907033,40,M,na,graduacao,2,23,1,128.2775882,1,1,732,1,1,493
788908308,46,M,solteiro,graduacao,0,31,1,84.55178845,2,1,1423,1,1,679.5
788911458,40,F,casado,ensino fundam,4,25,1,20.38704305,3,1,384,1,0,315
788912658,44,F,casado,ensino fundam,2,29,1,20.01914805,3,1,314,1,0,369
788915283,43,F,solteiro,ensino fundam,0,28,1,16.80174164,5,0,0,1,0,217.8
788916933,49,M,casado,ensino fundam,5,35,1,108.929712,1,1,810,3,1,736
788920308,51,F,casado,graduacao,2,35,1,23.09898234,3,1,437,1,1,438
788923758,26,F,na,graduacao,1,12,0,0,3,1,414,1,0,280
788930358,42,F,solteiro,ensino fundam,1,26,1,65.94612831,2,1,389,1,0,373.5
788931558,46,M,solteiro,graduacao,0,30,1,72.84279497,1,1,769,1,0,460.8
788937933,39,F,divorciado,ensino medio,3,24,1,19.89949889,3,1,357,1,0,346
788939358,47,M,na,graduacao,2,31,1,93.32206011,4,0,0,1,1,312
788940558,41,F,casado,ensino medio,3,26,1,21.17850073,6,0,0,1,0,352
788941983,36,F,solteiro,ensino medio,0,19,1,60.50482253,1,1,243,1,1,280.8
788943333,51,M,casado,doutorado,3,37,1,136.2979109,6,0,0,2,1,643
788946783,50,M,solteiro,doutorado,0,35,1,189.1597311,5,0,0,1,0,352.485
788950158,36,M,na,ensino fundam,2,20,1,115.80703,2,1,278,1,1,476
788957358,53,F,solteiro,ensino medio,0,36,1,72.36544472,3,0,0,1,1,485.1
788959758,47,F,solteiro,mestrado,1,31,1,67.55566184,3,0,0,1,0,369
788960658,42,F,casado,mestrado,2,26,1,22.20069928,1,1,465,1,1,463
788965683,49,F,casado,mestrado,4,33,1,19.23121973,6,0,0,1,1,397
788966958,47,F,casado,ensino medio,1,32,0,0,3,1,461,1,1,381.6
788971308,62,F,casado,mestrado,1,45,1,20.49285794,5,0,0,1,2,502
788974608,48,M,na,ensino medio,3,34,1,93.86252706,5,0,0,1,0,302
788977833,61,M,casado,mestrado,0,47,1,136.2629225,2,1,188,1,0,337
788979258,51,M,solteiro,mestrado,1,37,1,128.5649059,4,0,0,2,0,473.4
788980983,55,M,solteiro,graduacao,0,45,1,154.4337568,1,1,1219,1,1,807.3
788989083,57,F,solteiro,ensino fundam,0,43,1,74.36180829,3,0,0,1,0,426.6
788990508,62,F,solteiro,ensino fundam,0,48,1,74.83425803,4,0,0,1,0,360
788994783,48,F,solteiro,ensino medio,0,31,1,23.03269227,3,0,0,1,1,508.5
788996058,47,F,casado,graduacao,2,32,1,21.71068628,4,0,0,1,0,461
788997408,65,F,solteiro,ensino fundam,0,50,1,25.14325496,6,0,0,1,1,516.6
789008508,44,M,casado,ensino fundam,4,32,1,144.0222586,2,1,1400,1,0,640
789012633,30,F,solteiro,ensino medio,0,15,1,17.59015031,3,0,0,1,0,277.2
789013833,50,M,casado,graduacao,2,35,1,193.1433471,5,0,0,2,1,544
789016983,45,F,casado,graduacao,3,29,1,28.07517893,2,1,783,1,2,644
789022233,50,F,solteiro,mestrado,0,32,1,23.28422126,6,0,0,1,1,526.5
789023508,46,M,casado,mestrado,3,39,1,151.1822814,3,0,0,1,0,844
789025083,40,M,na,ensino fundam,4,24,1,21.38693539,5,0,0,1,1,424
789043008,55,F,divorciado,ensino fundam,2,41,1,20.08105871,4,0,0,1,0,533
789047208,57,F,solteiro,graduacao,0,44,1,25.07269208,4,0,0,1,0,449.1
789048858,32,F,casado,ensino fundam,1,18,1,16.81613747,5,0,0,1,1,309
789050883,33,F,solteiro,doutorado,0,18,1,88.15744977,4,0,0,1,1,371.7
789052308,40,M,na,ensino medio,3,26,1,61.26226233,6,0,0,1,1,308
789053883,43,M,solteiro,doutorado,0,29,1,94.96608755,4,0,0,1,0,426.6
789059958,42,M,casado,graduacao,4,30,1,187.110274,6,0,0,3,0,663
789070233,51,F,divorciado,ensino medio,3,35,1,23.37613841,5,0,0,1,2,584
789074358,46,M,solteiro,graduacao,0,34,1,120.0972653,2,1,1686,1,0,702.9
789076083,50,F,solteiro,graduacao,0,35,1,23.4392273,6,0,0,1,1,486.9
789079758,44,M,na,doutorado,4,30,1,185.2962393,3,1,153,1,1,588
789081408,44,F,solteiro,mestrado,1,29,1,19.07731448,6,0,0,1,1,368.1
789082758,40,F,casado,graduacao,2,25,1,22.51267671,1,1,498,1,1,523
789087858,60,F,casado,ensino medio,0,46,1,76.41610127,4,0,0,1,1,501
789089958,57,M,solteiro,graduacao,0,45,1,106.480147,5,0,0,2,0,653.4
789095958,50,M,solteiro,ensino fundam,0,35,1,97.6193918,4,0,0,1,1,413.1
789097833,39,F,solteiro,graduacao,0,24,1,21.11829043,4,0,0,1,1,467.1
789099783,43,F,casado,ensino fundam,2,28,1,21.56739309,6,0,0,1,1,474
789101883,32,M,solteiro,doutorado,0,18,1,168.0045328,6,0,0,1,0,370.44
789105183,54,M,solteiro,doutorado,0,43,1,137.9914401,3,0,0,2,0,616.5
789109983,40,F,divorciado,graduacao,3,27,1,65.15323913,4,0,0,1,0,400
789111483,46,M,na,ensino medio,3,33,1,130.7006929,5,0,0,1,0,625
789114408,50,F,solteiro,doutorado,0,37,1,71.40947939,3,0,0,1,0,442.8
789115833,44,M,solteiro,graduacao,1,29,1,90.80509464,5,0,0,1,1,294.3
789121233,53,F,solteiro,ensino fundam,0,40,1,23.74576806,5,0,0,1,0,414.9
789122808,41,F,casado,ensino fundam,4,27,1,63.85039738,5,0,0,1,1,347
789124683,54,M,casado,ensino fundam,2,40,1,129.8184515,4,0,0,1,1,393
789125733,38,F,casado,ensino fundam,4,24,1,17.66137307,4,0,0,1,0,357
789127533,49,M,divorciado,graduacao,4,37,1,131.8158569,5,0,0,1,1,657
789129033,44,M,solteiro,ensino fundam,2,29,1,121.0001163,5,0,0,1,1,354.6
789138258,45,F,solteiro,graduacao,0,31,1,22.91555362,2,1,480,1,1,468.9
789140283,53,M,solteiro,ensino medio,0,38,1,128.8897438,5,0,0,1,1,363.6
789143283,41,F,solteiro,mestrado,0,28,0,0,4,0,0,1,0,340.56
789144633,45,M,casado,ensino medio,1,32,1,123.1591732,3,1,200,1,1,358
789150633,50,F,casado,ensino medio,3,35,1,21.91755821,6,0,0,1,1,466
789151983,43,F,na,ensino medio,4,28,1,69.61021697,2,1,524,1,1,548
789154833,56,M,solteiro,graduacao,0,42,1,137.9285454,5,0,0,1,0,508.5
789158433,49,F,na,graduacao,2,37,1,67.47837503,4,0,0,1,0,344
789161358,30,F,casado,ensino medio,0,18,1,17.24948292,3,1,267,1,0,270
789164283,55,F,casado,mestrado,0,43,1,24.46493707,1,1,473,1,0,508
789167658,34,M,casado,ensino fundam,3,20,1,84.94620108,5,0,0,1,1,302
789170283,53,M,na,ensino medio,1,39,1,135.3438539,5,0,0,1,2,647
789172683,56,M,casado,doutorado,2,43,1,99.34111782,6,0,0,1,1,314
789173958,45,F,casado,ensino medio,2,33,1,21.94750076,4,0,0,1,0,389
789175683,49,F,casado,ensino fundam,2,37,1,29.66079758,2,1,835,2,1,634
789177333,47,F,casado,ensino medio,2,33,1,18.83173689,6,0,0,1,1,376
789179583,28,F,divorciado,ensino fundam,1,14,0,0,5,0,0,1,1,394.4
789180933,37,F,solteiro,graduacao,0,25,1,20.91821518,3,0,0,1,0,306
789182358,56,M,solteiro,mestrado,0,44,1,137.629865,3,0,0,1,0,504
789185508,49,M,casado,graduacao,2,36,1,99.49596235,5,0,0,1,1,447
789186858,52,M,casado,ensino medio,2,43,1,144.8341385,1,1,780,1,2,853
789187908,56,M,casado,mestrado,2,43,1,132.4336495,4,0,0,1,1,423
789191358,55,M,solteiro,ensino medio,1,41,1,136.7029578,2,1,404,1,1,495
789193383,65,M,solteiro,mestrado,0,53,1,23.35995534,3,0,0,1,0,490.5
789196158,55,M,casado,ensino medio,1,42,1,98.87632144,6,0,0,1,0,375
789197508,54,M,casado,graduacao,3,40,1,98.89802414,6,0,0,1,0,439
789198708,58,M,casado,ensino medio,3,46,1,200.2932207,3,1,264,1,0,465
789200208,40,F,casado,mestrado,4,28,1,20.79942862,2,1,1358,1,1,723
789204933,65,M,solteiro,mestrado,0,53,1,25.34907733,3,0,0,1,0,586.8
789209283,48,F,solteiro,graduacao,0,34,1,22.91267711,5,0,0,1,1,454.5
789212883,30,F,divorciado,mestrado,1,18,1,16.99455889,6,0,0,1,0,226
789218433,33,F,casado,ensino fundam,3,19,1,63.07066209,2,1,453,1,1,441
789220008,56,M,casado,graduacao,3,43,1,131.5843215,5,0,0,1,1,359
789226683,44,M,casado,ensino fundam,1,31,1,96.40882616,6,0,0,1,1,481
789228108,56,F,solteiro,ensino medio,1,43,0,0,2,1,438,1,0,430.56
789231858,59,M,casado,graduacao,1,47,1,109.9329125,5,0,0,1,1,608
789233808,38,F,casado,ensino medio,3,25,0,0,6,0,0,1,1,322.4
789235383,38,M,casado,ensino fundam,4,25,1,117.8922915,5,0,0,1,0,403
789237333,47,M,divorciado,doutorado,4,41,1,119.4884029,3,0,0,1,0,832
