ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL_3,CEP_PROFISSIONAL_3,ROTULO_ALVO_MAU=1
36437,C,10,Web,0,1,M,2,0,0,RN,NATAL,1,RN,Natal,Lagoa azul,Y,105,5,15,N,1,375,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,39,591,591,1
36438,C,15,0,0,1,F,2,4,0,CE,FORTALEZA,1,CE,AQUIRAZ,BARRO PRETO,N, ,1,3,N,1,350,320,0,0,0,0,0,1,1,30000,1,N, ,NULL,NULL,N, ,0,9,1,2,2,0,0,0,0,1,N,58,617,617,0
36439,C,25,Web,0,1,F,2,0,0,AL,SAO JOSE DA LAGE,1,PE,Cabo de Santo Agostinho,COHaB,Y,97,1,NULL,N,1,312,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,29,545,545,0
36440,C,5,Web,0,1,F,2,0,0,PE,Quipapa,1,PE,Jaboatao dos Guararapes,Barra de Jangada,Y,97,1,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,70,544,544,0
36441,C,10,0,0,1,F,2,0,0,PB,GARANHUNS,1,PB,CABEDELO,ITERMARIS,Y,103,2,1,N,0,350,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,30,583,583,0
36442,C,10,0,0,1,M,2,0,0,BA,PAULO AFONSO,1,BA,PAULO AFONSO,BTN II,Y,86,5,6,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,BA,PAULO AFONSO,CENTRO,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,24,486,486,1
36443,C,25,Web,0,1,M,2,0,0,SP,sao paulo,1,SP,SAO PAULO,VILA YOLANDA DOIS,Y,5,1,1,N,1,450,450,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,39,849,849,0
36444,C,10,0,0,1,F,1,1,0, , ,0,PA,ITAITUBA,FLORESTA,Y,119,1,0,N,1,472,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,2,11,0,0,0,0,0,1,N,22,681,681,0
36445,C,10,0,0,1,F,4,0,0,RN,GROSSOS,1,RN,GROSSOS,CENTRO,Y,105,1,2,N,1,527,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,11,5,11,0,0,0,0,0,1,N,68,596,596,0
36446,C,10,Carga,0,1,F,1,0,0,RS,nada consta,1,RS,NOVO HAMBURGO,SANTO AFONSO,Y,20,1,1,N,1,439,0,0,0,0,0,0,0,0,0,0,Y,RS,NOVO HAMBURGO,CANUDOS,N, ,0,9,2,11,NULL,0,0,0,0,1,N,29,934,934,0
36447,C,15,Web,0,1,F,2,0,0,SP,JUQUITIBA,1,SP,JUQUITIBA,CENTRO,Y,5,1,21,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,44,695,695,0
36448,C,10,0,0,1,M,5,0,0,SP,SAO PAULO,1,SP,Sao Paulo,Vila Silvia,Y,5,1,6,N,1,708,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,7,N,58,382,382,1
36449,C,5,Web,0,1,F,4,0,0,AL,IGACI,1,SP,Sao Paulo,Vila Progresso Zona Leste,Y,5,2,2,N,1,488,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,53,814,814,0
36450,C,10,Web,0,1,F,1,0,0,PE,S  BENEDITO  DO SUL,1,SP,Itapevi,Jardim Itacolomi,Y,5,1,20,N,1,521,0,0,0,0,0,0,0,0,0,0,Y,SP,ITAPEVI,CENTRO,Y,5,0,9,2,NULL,NULL,0,0,0,0,1,N,23,666,666,0
36451,C,10,Web,0,1,M,1,0,0,RS,PELOTAS,1,RS,Pelotas,Porto,Y,58,1,25,N,1,400,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,27,960,960,0
36452,C,10,0,0,1,F,2,2,0,RS,PORTO ALEGRE,1,RS,PORTO ALEGRE,MORRO SANTANA,Y,54,1,10,N,0,447,0,0,0,0,0,0,1,1,0,1,Y,RS,PORTO ALEGRE,HIGIENOPOLIS,Y,54,0,9,2,0,0,0,0,0,0,1,N,49,912,912,1
36453,C,10,0,0,1,F,1,0,0,BA,ITABUNA,1,BA,ITABUNA,SAO ROQUE,Y,84,1,15,N,0,523,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,48,456,456,1
36454,C,5,Web,0,1,F,1,7,0,AL,CAMPO ALEGRE,1,AL,MACEIO,MUTANGE,Y,100,1,7,N,1,371,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,60,570,570,0
36455,C,10,0,0,1,M,2,0,0, , ,0,MG,SANTA LUZIA,BOM JESUS,Y,29,2,0,N,1,1023,0,0,0,0,0,0,1,1,0,1,Y,MG,BELO HORIZONTE,SAO MARCOS,Y,29,0,9,2,11,0,0,0,0,0,1,N,42,330,330,0
36456,C,25,Web,0,1,F,2,0,0,BA,BUERAREMA,1,BA,ITABUNA,CALIFORNIA,N, ,1,30,N,1,350,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,54,456,456,0
36457,C,10,0,0,1,F,2,0,0,RN,Barauna,1,RN,Natal,Potengi,N, ,1,1,N,1,520,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,11,1,0,0,0,0,0,0,1,N,45,590,590,0
36458,C,25,Web,0,1,F,2,2,0,CE,FORTALEZA,1,CE,MARACANAU,PIRATININGA,Y,107,1,9,N,1,250,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,26,619,619,0
36459,C,15,Web,0,1,F,2,0,0,CE,VAJOTA ALEGRE,1,MA,ACAILANDIA,VILA CAPELOZA,N, ,1,5,N,1,351,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,56,659,659,0
36460,C,5,Web,0,1,M,1,1,0,BA,ITAGIMIRIM,1,BA,EUNAPOLIS,JUCA ROSA,Y,84,1,15,N,1,813,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,2,N,55,458,458,0
36461,C,15,Web,0,1,F,2,1,0,BA,SALVADOR,1,BA,Salvador,Liberdade,Y,81,1,49,N,1,2600,0,0,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,49,403,403,0
36462,C,10,Web,0,1,F,1,0,0,RJ,rio de janeiro,1,RJ,rio de janeiro,sampaio,Y,20,1,5,N,1,486.13,0,0,0,0,0,0,0,0,28000,0,Y,RJ,rio de janeiro,cachambi,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,41,209,209,0
36463,C,10,Web,0,1,M,2,2,0,AL,ALAGOAS,1,AL,RIO LARGO,CENTRO,N, ,1,15,N,1,362.09,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,78,571,571,1
36464,C,5,Carga,0,1,M,2,4,0,BA,Salvador,1,BA,SALVADOR,ITAPUA,Y,81,1,1,N,1,301,0,0,0,0,0,0,0,0,0,0,Y,BA,SALVADOR,PIATA,Y,81,0,9,2,11,NULL,0,0,0,0,1,N,40,416,416,1
36465,C,15,0,0,1,M,2,0,0,PR,SAO RAIMUNDO NONATO,1,DF,Ceilandia,Ceilandia Norte,N, ,1,20,N,1,721,0,1,1,0,0,0,1,1,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,64,722,722,0
36466,C,15,0,0,1,M,2,2,0,RS,ALVORADA,1,RS,ALVORADA,VILA TUPA,Y,54,1,15,N,0,911,0,1,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,35,948,948,0
36467,C,15,Web,0,1,F,7,2,0,BA,XIQUEXIQUE,1,DF,RECANTO DAS EMAS,RECANTO DAS EMAS,Y,66,1,3,N,1,1751,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,49,726,726,0
36468,C,15,Web,0,1,M,2,1,0,PR,CRUZ D OESTE,1,PR,Sarandi,Jardim BELA VISTA,Y,44,1,5,N,1,451,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,37,871,871,0
36469,C,10,Web,0,1,F,1,0,0,PR,SAO JOAO DO IVAI,1,SP,BARIRI,JD YANG,Y,12,1,4,N,1,435,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,2,N,34,172,172,0
36470,C,10,Web,0,1,F,2,0,0,SP,s paulo,1,SP,guarulhos,ponte alta,Y,5,1,20,N,1,400,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,2,N,25,717,717,0
36471,C,10,0,0,1,F,2,0,0,CE,QUIXERAMOBIM,1,CE,QUIXERAMOBIM,DUQUE DE CAXIAS,N, ,1,40,N,1,350,0,0,0,0,0,0,1,1,8000,1,N, ,NULL,NULL,N, ,0,9,1,9,3,0,0,0,0,2,N,50,638,638,0
36472,C,10,0,0,1,F,2,0,0,MG,POCOS DE CALDAS,1,MG,Pocos de Caldas,conjunto habtacional,Y,33,1,0,N,0,300,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,2,N,33,377,377,1
36473,C,20,Web,0,1,M,2,0,0,BA,salvador,1,BA,salvador,sussuarana,Y,81,1,1,N,1,506,0,0,0,0,0,0,0,0,0,0,Y,BA,salvador,pituba,Y,81,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,46,412,412,1
36474,C,20,0,0,1,F,1,0,0, , ,0,BA,JEQUIE,JEQUIEZINHO,Y,84,1,0,N,1,377,0,0,0,0,0,0,1,1,0,0,Y,BA,JEQUIE,CENTRO,Y,84,0,11,2,11,0,0,0,0,0,1,N,47,452,452,0
36475,C,10,Web,0,1,M,2,4,0,PR,IBAITI,1,PR,TELEMACO BORBA,PARQUE LIMEIRA,Y,41,1,20,N,1,864,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,2,NULL,NULL,0,0,0,0,1,N,44,842,842,0
36476,C,10,Web,0,1,F,1,0,0,PB,PEDRAS DE FOGO,1,SP,Sao Paulo,Vila Maria alta,Y,5,5,2,N,1,527,0,1,0,0,0,0,0,0,0,0,Y,SP,SAO PAULO,VILA MARIA BAIXA,Y,5,0,9,2,NULL,NULL,0,0,0,0,1,N,42,212,212,0
36477,C,1,Web,0,1,F,2,2,0,RN,AFONSO BEZERRA,1,RN,Natal,Neopolis,Y,105,1,15,N,1,2182,0,0,0,0,0,0,0,0,0,0,Y,RN,NATAL,NEOPOLIS,Y,105,0,9,2,NULL,NULL,0,0,0,0,1,N,47,590,590,0
36478,C,5,Web,0,1,M,4,0,0,RS,PORTO ALEGRE,1,RS,XANGRILA,CENTRO,Y,54,1,2,N,1,1337,0,0,1,0,0,0,1,1,86000,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,69,955,955,0
36479,C,10,Web,0,1,M,1,0,0,CE,MORADA NOVA,1,CE,MORADA NOVA,CRISTO REI,Y,112,1,20,N,1,368,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,2,N,24,629,629,0
36480,C,10,Web,0,1,F,1,1,0,PE,BONITO,1,PE,BONITO,MULTIRAO,Y,97,1,5,N,1,351.33,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,33,556,556,0
36481,C,10,Web,0,1,F,1,0,0,PI,PARNAIBA,1,PI,Parnaiba,Nova Parnaiba,Y,110,5,2,N,1,481.01,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,110,0,NULL,2,NULL,NULL,0,0,0,0,1,N,39,642,642,0
36482,C,10,0,0,1,F,2,3,0,PE,ARARIPINA,1,PE,PETROLINA,SAO JORGE,N, ,1,15,N,0,350,350,1,0,0,0,0,1,1,18000,1,N, ,NULL,NULL,N, ,0,0,1,13,3,0,0,0,0,1,N,38,563,563,0
36483,C,20,Web,0,1,F,2,1,0,ES,ITAPEMIRIM,1,ES,LINHARES,SAO JOSE,Y,25,1,5,N,1,500,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,36,299,299,1
36484,C,10,Web,0,1,M,1,1,0,RN,Afonso Bezerra,1,RN,NATAL,REDINHA,Y,105,0,12,N,1,468,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,34,591,591,0
36485,C,10,0,0,1,M,2,0,0,DF,BRASILIA,1,DF,Ceilandia,Ceilandia Norte,Y,66,1,12,N,1,2325,0,1,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,1,N,34,722,722,0
36486,C,10,0,0,1,F,2,0,0,ES,ITAPEMIRIM,1,ES,ITAPEMIRIM,BREJO GRANDE DO SUL,N, ,1,80,N,0,1050,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,81,293,293,1
36487,C,15,Web,0,1,M,2,0,0,MG,MG,1,MG,BELO HORIZONTE,MANTIQUEIRA,Y,29,1,1,N,1,527,0,0,0,0,0,0,0,0,0,0,Y,MG,BELO HORIZONTE,JD MONTANHES,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,39,316,316,0
36488,C,25,0,0,1,F,1,2,0,SP,ITAPECERICA DA SERRA,1,SP,Itapecerica da Serra,Jardim Sao Marcos,N, ,1,33,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,SP,Itapecerica da Serra,Refugio da Serra,Y,5,0,9,2,NULL,NULL,0,0,0,0,1,N,33,687,687,1
36489,C,15,0,0,1,F,2,2,0,PI,SIMOES,1,SP,Osasco,Rochdale,Y,5,1,9,N,1,467,0,0,0,0,0,0,1,1,0,1,Y,SP,SAO PAULO,SANTO AMARO,N, ,0,9,2,0,0,0,0,0,0,1,N,42,622,622,0
36490,C,15,Web,0,1,F,2,2,0,PE,RECIFE,1,PE,RECIFE,IPSEP,Y,97,1,5,N,1,1061.43,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,32,513,513,1
36491,C,10,0,0,1,M,2,2,0,MG,capinopolis,1,MG,CAPINOPOLIS,FLORENCIO 2,Y,32,0,0,N,1,536,0,0,0,0,0,0,1,1,0,0,Y,MG,CACHOEIRINHA DOURADA, ,Y,32,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,26,383,383,0
36492,C,5,Web,0,1,F,1,0,0,RS,ijui,1,RS,PORTO ALEGRE,LOMBA DO PINHEIRO,Y,54,NULL,6,N,1,661,0,0,0,0,0,0,0,0,0,0,Y,RS,porto alegre, ,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,25,915,915,1
36493,C,10,Carga,0,1,F,1,0,0,PR,PONTA GROSSA,1,PR,PONTA GROSSA,SANTA MONICA,Y,41,2,1,N,1,900,0,0,0,0,0,0,0,0,0,0,Y,PR,PONTA GROSSA,CENTRO,Y,41,0,7,2,11,NULL,0,0,0,0,1,N,25,840,840,1
36494,C,10,Web,0,1,F,4,0,0,SP,Pradspolis,1,SP,Barrinha,Vila Nova Barrinha,Y,14,1,10,N,1,1463.56,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,NULL,NULL,NULL,0,0,0,0,1,N,57,148,148,1
36495,C,10,Web,0,1,M,1,0,0,PA,belem,1,PA,MARITUBA,UNIAO,Y,117,1,8,N,1,540,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,5,NULL,NULL,0,0,0,0,1,N,68,672,672,0
36496,C,15,Web,0,1,M,2,0,0,SC,POSO REDONDO,1,SC,Lages,Habitacao,Y,52,1,1,N,1,331,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,52,885,885,1
36497,C,15,Web,0,1,F,2,3,0,AM,MAUES,1,AM,MANAUS,CIDADE NOVA UM,Y,118,1,8,N,1,1485,0,1,1,0,0,0,0,0,18000,0,N, ,NULL,NULL,N, ,0,2,3,NULL,NULL,0,0,0,0,1,N,30,690,690,0
36498,C,15,0,0,1,M,2,0,0,PE,FERREIROS,1,PE,FERREIROS,FERREIROS NOVO,Y,97,1,9,N,1,494,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,97,0,12,2,NULL,NULL,0,0,0,0,1,N,43,558,558,0
36499,C,25,0,0,1,M,2,0,0,MA,IMPERATRIZ,1,SP,Itapecerica da Serra,Engenho,Y,5,1,0,N,0,767,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,1,N,24,685,685,0
36500,C,25,Carga,0,1,F,4,1,0,PE,olinda,1,PE,OLINDA,PEIXINHOS,Y,97,1,1,N,1,360,0,0,0,0,0,0,0,0,0,0,Y,PE,RECIFE,ESPINHEIRO,N, ,0,9,2,11,NULL,0,0,0,0,1,N,55,532,532,0
36501,C,25,0,0,1,M,2,3,0,BA,CAMACA,1,SP,SAO PAULO,VILA SANTA LZCIA,Y,5,2,4,N,0,483,100,0,0,0,0,0,1,1,0,1,Y,SP,SAO PAULO,JOAO DIAS,Y,5,0,9,2,0,0,0,0,0,0,1,N,39,494,494,1
36502,C,25,0,0,1,F,1,0,0,CE,QUIXADA,1,CE,QUIXADA,CARRASCAL I,Y,112,1,0,N,0,300,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,31,639,639,1
36503,C,20,Web,0,1,F,2,0,0,BA,ITANHEM,1,BA,TEIXEIRA DE FREITAS,SANTA RITA,N, ,1,1,N,1,385,0,0,0,0,0,0,0,0,0,0,Y,BA,TEIXEIRA DE FREITAS,CENTRO,N, ,0,9,2,9,2,0,0,0,0,2,N,23,459,459,0
36504,C,10,Web,0,1,F,2,0,0,SP,GUARULHOS,1,SP,Guarulhos,Jardim Paraiso,Y,5,1,24,N,1,1146,0,0,0,0,0,0,0,0,0,0,Y,SP,Guarulhos,Jardim Nova Taboao,Y,5,0,9,2,6,NULL,0,0,0,0,1,N,24,714,714,1
36505,C,10,0,0,1,F,2,0,0,MG,AIMORES,1,SP,SANTA BARBARA D OESTE,SANTA RITA DE CASSIA,Y,18,1,18,N,1,350,0,1,0,0,0,0,0,0,69000,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,56,134,134,1
36506,C,10,Web,0,1,F,1,0,0,SP,GUARATINGUETA,1,SP,GUARATINGUETA,PEDREGULHO,Y,9,1,30,N,1,381.95,435,0,0,0,0,0,0,0,0,0,Y,SP,GUARATINGUETA,PEDREGULHO,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,42,125,125,0
36507,C,25,Web,0,1,F,1,0,0,PE,AGUA PRETA,1,PE,XEXEU,ALICE GONCALVES DE LIMA,Y,97,1,6,N,1,218,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,97,0,9,5,NULL,NULL,0,0,0,0,1,N,38,555,555,0
36508,C,15,0,0,1,F,2,1,0,GO,PONTALINA,1,GO,APARECIDA DE GOIANIA,CIDADE SATELITE SAO LUIZ,Y,67,1,10,N,1,562,0,1,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,Y,67,0,9,2,9,0,0,0,0,0,1,N,29,749,749,0
36509,C,5,0,0,1,F,2,0,0,BA,Nova Soure,1,BA,NOVA SOURE,CENTRO,N, ,1,3,N,1,486,350,1,0,0,0,0,1,1,25000,1,N, ,NULL,NULL,Y,86,0,0,0,0,0,0,0,0,0,1,N,30,484,484,0
36510,C,1,Web,0,1,M,4,0,0,SE,ITABAIANINHA,1,SE,ITABAIANINHA,ANGELIM,Y,91,1,10,N,1,433,350,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,47,492,492,0
36511,C,5,Web,0,1,F,1,0,0,AL,MACEIO,1,AL,MACEIO,FAROL,Y,100,1,25,N,1,267,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,47,570,570,0
36512,C,10,Web,0,1,M,2,0,0,CE,CANINDE,1,CE,Fortaleza,Cristo Redentor,N, ,1,38,N,1,350,0,0,0,0,0,0,0,0,0,0,Y,CE,Fortaleza,Cristo Redentor,Y,107,0,9,1,NULL,NULL,0,0,0,0,1,N,65,603,603,0
36513,C,10,Web,0,1,F,2,0,0,RS,PELOTAS,1,RS,PELOTAS,AREAL,Y,58,1,28,N,1,380,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,47,960,960,0
36514,C,5,0,0,1,F,2,1,0,AL,MACEIO,1,PE,RIBEIRAO,GETULIO VARGAS,Y,97,1,1,N,1,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,69,555,555,0
36515,C,10,Web,0,1,M,1,0,0,GO,ITUMBIARA,1,GO,ITUMBIARA,SETOR SAO SEBASTIAO,Y,69,1,25,N,1,640.82,0,0,0,0,0,0,0,0,0,0,Y,GO,ITUMBIARA,ZONA RURAL,Y,69,0,9,2,NULL,NULL,0,0,0,0,1,N,25,755,755,0
36516,C,5,Web,0,1,F,2,0,0,MG,passos,1,MG,PASSOS,BELA VISTA,N, ,1,1,N,1,356.28,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,33,0,9,2,11,NULL,0,0,0,0,2,N,54,379,379,0
36517,C,10,Web,0,1,M,6,0,0,SP,Atibaia,1,SP,Atibaia,Jardim das Cerejeiras,Y,5,1,4,N,1,1500,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,25,129,129,0
36518,C,10,Web,0,1,F,3,0,0,AL,PILAR,1,AL,SAO MIGUEL DOS CAMPOS,GERALDO TORRES,Y,100,1,NULL,N,1,642.75,0,0,0,0,0,0,0,0,0,0,Y,AL,SAO MIGUEL DOS CAMPOS,RODOVIARIA,N, ,0,9,2,NULL,NULL,0,0,0,0,7,N,42,572,572,1
36519,C,15,Web,0,1,F,1,0,0,CE,FORTALEZA,1,CE,FORTALEZA,D ROCHA,Y,107,1,2,N,1,2950,0,1,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,42,604,604,0
36520,C,5,0,0,1,F,2,0,0,PB,Joao Pessoa,1,PB,Joao Pessoa,Rangel,Y,103,1,1,N,1,2017,0,1,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,Y,103,0,9,2,0,0,0,0,0,0,1,N,43,580,580,0
36521,C,1,Web,0,1,M,2,0,0,BA,SALVADOR,1,BA,SALVADOR,CAMINHO DE AREIA,Y,81,1,25,N,1,500,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,48,404,404,1
36522,C,15,0,0,1,F,2,2,0,BA,ITABUNA,1,BA,ITABUNA,SAO CAETANO,Y,84,1,9,N,0,725,250,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,37,456,456,0
36523,C,5,Web,0,1,F,4,0,0,RS,ROLANTE,1,RS,SAPIRANGA,AMARAL RIBEIRO,Y,54,1,30,N,1,700,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,67,938,938,1
36524,C,10,Web,0,1,F,2,1,0,RS,STO ANT MISSOES,1,RS,ALVORADA,APARECIDA,N, ,1,10,N,1,503,0,0,0,0,0,0,0,0,15000,0,Y,RS,ALVORADA,INTERSUL,Y,54,0,9,2,NULL,NULL,0,0,0,0,1,N,43,948,948,0
36525,C,10,0,0,1,M,2,0,0,BA,COCOS,1,SP,LUIZ ANTONIO,STA LUIZIA,Y,14,2,1,N,0,1140,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,Y,116,0,0,0,0,0,0,0,0,0,2,N,33,142,142,0
36526,C,25,Web,0,1,M,2,0,0,SP,JUNQUEIRONOPOLIS,1,SP,BOM JESUS DOS PERDOES,JD PALMAS,N, ,1,1,N,1,1675,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,NULL,2,NULL,NULL,0,0,0,0,1,N,42,129,129,1
36527,C,25,Web,0,1,M,2,3,0,SP,sao paulo,1,SP,itanhaem,jardim mosteiro,N, ,1,22,N,1,890,400,1,0,0,0,0,0,0,0,0,Y,SP,peruibe,jardim icaraiba,Y,10,0,9,2,NULL,NULL,0,0,0,0,1,N,38,117,117,1
